#{"t_start": 1767722046.9702315, "env_id": "None"}
r,l,t
921.79395,498,3841.314403
1017.86414,475,3845.236859
749.6318,593,3849.858284
984.9796,457,3852.404474
1932.3009,900,3852.675505
1992.9259,900,3853.787734
1974.7803,900,3856.277339
16.57593,101,3858.992272
221.40608,150,3859.242004
1908.8402,900,3866.947477
1695.9044,900,3883.385143
404.24332,271,3885.795288
2040.0927,900,3893.263367
807.42737,442,3893.513448
2131.6128,900,3896.260657
90.83288,65,3897.373365
929.3457,466,3897.757208
133.15321,113,3904.311269
2089.1296,900,3905.211101
1734.4901,900,3907.107744
1865.4052,900,3910.96182
377.68768,187,3915.776761
1953.8525,900,3917.957619
2050.45,900,3919.274245
743.57104,359,3919.762277
340.72662,217,3920.421675
1191.7035,531,3926.368369
582.16547,323,3931.624165
2115.0364,900,3933.020427
383.3266,237,3935.022512
1769.49,900,3939.526228
1926.1536,900,3941.528302
295.97083,195,3942.970161
814.4427,374,3943.682237
2067.323,900,3952.233571
658.87427,900,3961.685843
513.10754,310,3963.021031
1273.6564,631,3966.364318
267.71527,261,3969.096635
2114.159,900,3972.655795
1973.3458,900,3975.076762
1007.6264,900,3977.277753
850.1914,384,3987.976051
2027.0664,900,3989.838888
1948.0516,900,3991.781067
597.6291,358,3992.281041
561.7046,324,3993.660769
1944.3728,900,3996.991804
1973.2533,900,3999.381043
1948.2915,900,4001.623358
129.06656,98,4005.58958
-18.118252,82,4006.783243
1061.3218,527,4008.722531
327.4459,201,4027.438689
1974.6731,900,4028.327925
388.51422,497,4028.458953
2092.3142,900,4032.965269
1020.6399,434,4033.614175
1683.245,900,4043.257275
791.91785,471,4045.627131
414.9776,219,4046.67585
2116.6511,900,4055.925104
1399.5923,900,4057.888318
2120.6467,900,4058.382273
806.5928,403,4059.17196
1899.4423,900,4059.833507
164.15741,124,4067.083376
682.43286,440,4071.327282
1976.3708,900,4074.825225
724.1071,370,4083.283204
1956.1454,900,4084.585731
2103.2898,900,4085.49321
2042.8649,900,4085.622026
1015.81494,526,4091.86798
2017.7767,900,4103.036513
2004.0034,900,4104.076223
792.58514,365,4106.554168
414.2692,249,4107.706098
2084.6736,900,4113.214194
1737.9615,900,4115.226232
2074.7646,900,4124.436647
2176.4573,900,4128.628839
611.28485,459,4132.329814
2108.8328,900,4132.329814
1752.7699,900,4141.593572
1844.1655,900,4142.457653
2149.6785,900,4142.589035
568.4572,297,4142.905188
650.53955,293,4159.060774
295.54446,136,4160.053629
164.31805,135,4168.273066
1960.8202,900,4169.11798
212.05171,181,4170.088178
1993.4867,900,4171.46195
2083.9358,900,4172.566762
1923.4504,900,4177.712368
2117.8076,900,4179.579906
64.01043,159,4179.645197
881.67175,483,4179.769539
2190.0388,900,4192.600452
904.0529,394,4195.593308
2109.6108,900,4196.170758
1098.1405,515,4200.809597
1968.8513,900,4206.734223
2229.998,900,4206.865339
927.0068,500,4211.116307
979.5717,583,4216.203228
2152.5693,900,4224.292117
2182.834,900,4228.851954
763.61304,422,4233.439185
268.55704,146,4233.571942
2064.556,900,4234.224651
1956.9086,900,4236.195966
1924.1648,900,4249.286984
1077.0323,543,4250.213073
2024.9677,900,4252.24107
1991.1992,900,4252.796351
634.583,418,4254.777292
2022.4863,900,4256.948816
26.602346,93,4257.921509
2024.8574,900,4262.251607
2034.7494,900,4266.930151
731.4916,437,4274.754342
565.3144,365,4275.68083
912.3107,432,4290.344428
2059.2593,900,4296.003011
1941.9327,900,4296.157192
2071.602,900,4296.903549
2026.6031,900,4299.048971
329.89316,173,4307.495797
2153.8044,900,4312.445052
1517.6161,900,4314.068989
566.2478,306,4314.308123
448.96262,287,4315.617761
1995.6538,900,4319.521757
327.08612,178,4321.800308
862.2194,446,4322.365928
183.48299,160,4322.579697
2131.7537,900,4323.43498
1919.7365,900,4327.137061
224.58888,126,4329.766304
346.7614,170,4333.555213
2009.8468,900,4336.209709
1656.2986,900,4337.346712
2049.6084,900,4344.02026
723.8698,331,4354.286004
1767.5111,900,4359.953233
542.8815,369,4360.327902
813.3519,494,4366.807923
1746.5599,900,4368.135052
1388.8002,900,4369.615968
1805.3607,900,4374.103248
1774.9427,900,4376.7376
1987.0248,900,4377.431196
287.01672,200,4379.118901
30.492794,76,4381.541194
2026.7112,900,4382.943546
2089.7493,900,4385.561187
-44.89467,91,4387.181696
604.2743,322,4394.39329
923.6646,420,4394.456619
2001.1636,900,4400.049131
1002.23254,494,4408.716631
987.23376,468,4408.780342
877.66425,411,4409.030611
2042.5353,900,4410.436807
420.0125,235,4415.548455
870.65814,448,4428.867787
1883.9519,900,4429.613281
2015.3789,900,4430.061773
814.07275,360,4430.661782
253.50389,157,4434.453199
573.3273,274,4441.12651
1956.0127,900,4441.437635
220.4557,121,4443.427657
481.80627,258,4448.774284
907.2842,488,4457.354957
419.06784,207,4458.841718
2005.3599,900,4460.508812
2153.9824,900,4470.327539
260.42606,184,4470.48761
2085.9114,900,4486.168556
2063.4128,900,4493.250208
2011.1422,900,4494.03856
677.5205,336,4494.109799
1892.866,900,4495.203162
1048.1685,491,4495.284916
1945.5839,900,4495.821825
1863.9591,900,4505.978415
2034.663,900,4506.263299
1928.6147,900,4515.743024
21.408691,53,4521.114308
532.2359,299,4521.319256
827.192,404,4528.425499
2011.7046,900,4529.450498
12.248497,104,4531.604301
334.8489,291,4535.140648
845.61945,459,4535.140648
119.63083,106,4539.104985
2085.2766,900,4545.790797
283.22504,170,4548.521955
433.86765,217,4556.121763
2086.3057,900,4566.444111
2032.2313,900,4576.109802
2134.469,900,4577.501774
1929.4797,900,4577.595125
760.3377,399,4583.798206
54.212646,129,4587.801872
1830.5641,900,4589.232199
485.7449,293,4612.206473
710.5575,408,4612.68982
1984.6355,900,4615.114017
1865.2142,900,4622.922109
2012.298,900,4628.312173
2124.1208,900,4631.938469
1977.9521,900,4638.380003
267.65073,146,4641.926475
970.26196,447,4642.49148
1926.9623,900,4648.134336
107.952255,101,4650.60792
862.28314,418,4650.93964
141.03387,168,4652.850661
227.33662,144,4654.42165
634.65405,367,4655.453374
1194.1514,500,4659.187403
1868.7571,900,4664.638459
327.7164,195,4667.179566
412.08527,228,4668.175253
2143.2156,900,4668.696205
2076.149,900,4671.331485
760.6559,452,4677.327049
-507.77234,175,4677.833098
2094.146,900,4679.324104
297.10938,173,4688.315588
1612.9883,900,4689.715603
855.2748,438,4689.920736
301.7497,186,4697.867507
2045.0713,900,4698.94193
493.53027,410,4699.05491
2040.4618,900,4700.791592
