#{"t_start": 1767717267.1060405, "env_id": "None"}
r,l,t
-6.4301815,106,419.350057
105.09587,165,419.816545
-8.731515,85,419.911687
-5.9386935,100,420.336594
133.65434,156,420.67374
-69.990585,35,420.998439
25.410013,79,421.328351
-30.71846,69,421.421201
74.72393,181,422.50263
15.12861,43,422.641753
-4.064205,90,422.841772
-42.43169,47,423.139036
162.35292,298,424.512052
-58.92038,106,424.602621
145.51398,448,424.975487
-31.285275,51,425.340218
127.07291,111,426.209793
-98.61331,88,426.660129
110.64959,109,427.430112
-16.697426,67,427.482655
1.5777887,151,428.130074
-22.813725,40,428.50671
-27.995659,198,428.826737
115.52949,265,429.841143
39.964584,113,430.138355
26.86462,138,430.886848
61.650665,198,431.445572
-39.970104,72,431.495743
-26.495832,47,432.942037
14.597922,110,442.385509
32.136185,184,442.540715
-67.73549,43,443.575305
56.98178,171,443.875361
19.077978,138,444.796047
94.67349,174,445.097418
119.73044,153,445.133718
9.370756,46,445.31505
94.06674,97,446.313342
94.353516,272,446.738673
-42.435616,58,447.082489
-34.817097,129,447.407847
-81.608536,183,447.677251
197.28741,199,448.342374
47.49821,119,448.516309
55.68457,100,449.2248
-3.5530567,75,449.611709
63.56027,70,449.758268
116.023346,124,449.895076
-22.653854,68,450.21829
321.86414,354,450.867604
-51.069263,39,451.680698
-23.92739,539,451.860014
111.43505,152,452.084437
-17.931684,109,452.432863
13.904977,91,453.183117
72.31347,90,453.296809
-47.586666,39,453.337962
145.64969,142,453.882369
-92.512535,41,454.775388
-14.889125,112,455.159708
-21.990858,111,455.93254
75.35303,99,456.204678
119.46732,188,456.36
154.41772,263,457.367958
333.42017,320,457.367958
-11.088616,116,457.755314
132.53276,113,458.174382
-28.680048,56,458.484089
24.433199,98,458.864803
-90.9075,88,459.279678
58.93075,205,459.955244
117.108,175,460.056086
-15.342945,111,460.592253
-54.604633,80,462.407241
111.54495,202,463.047277
183.36104,340,463.143497
12.555916,69,463.787969
60.236557,169,467.077012
200.11513,153,467.166038
172.44719,228,467.504666
134.78575,92,468.119962
141.06557,251,468.5855
79.19369,242,468.638206
-35.02131,36,469.136729
6.2948956,150,469.346929
212.6235,208,469.560867
13.334826,256,469.692475
197.55516,168,470.827473
16.47585,85,470.877382
16.11232,47,471.638171
32.16015,105,471.860604
32.525856,58,471.905482
3.3086574,94,472.256706
119.971954,311,472.474445
-27.290623,94,472.693666
-70.592896,118,473.818484
9.028721,67,473.867896
26.47172,255,474.615674
4.4994793,76,475.013321
20.331127,64,475.10294
4.682858,115,475.94469
118.93611,124,477.384404
1.5193453,90,477.86274
88.92072,224,479.153542
-100.60263,212,479.202346
119.24766,163,479.247022
7.6344543,106,479.430012
-3.1591275,110,480.029896
162.10997,176,480.681818
33.74463,78,481.021229
34.49816,68,481.021229
-16.083975,49,481.689976
-5.817674,148,482.794691
-19.254877,67,483.753016
-202.3717,104,484.018427
84.77981,206,484.511807
21.99402,107,484.896636
10.861886,76,485.116771
314.76218,250,485.204842
-40.86477,98,485.426826
68.83008,165,486.619734
193.94794,322,487.01648
-102.486984,73,487.236659
-42.529488,129,488.501851
-23.257828,40,489.013338
40.172577,94,489.267004
24.959127,107,490.127238
-77.94386,148,490.242005
-14.14315,142,491.011514
58.65232,228,491.011514
36.685463,74,491.934718
273.73788,293,491.976157
82.65255,132,492.088255
11.656489,67,492.621637
-75.21303,82,493.251095
52.338837,107,493.326689
58.814137,132,493.565925
100.839195,215,493.894358
214.64288,187,494.411658
28.729767,71,494.526783
-34.824158,35,495.721637
-233.93356,284,495.923201
-39.62577,163,497.043133
-168.86023,112,497.45345
-13.642439,78,497.454448
-60.61266,125,497.990799
150.23636,170,498.246496
-97.87436,37,498.391577
11.548816,163,498.657239
106.013756,188,499.035236
207.81471,224,499.296674
79.06324,141,500.932299
-131.53418,83,501.039704
130.4165,109,501.446444
87.0621,125,502.016799
49.920525,167,502.054394
80.363686,93,502.383802
77.477356,126,502.798554
322.88464,262,503.185682
18.347298,81,503.89104
70.28459,62,504.239722
107.022675,155,505.043567
8.986786,35,505.495496
-1.6331664,73,505.754381
109.49637,104,506.037596
154.53926,197,506.073304
-65.60056,27,506.460118
78.60208,134,506.537411
-1.2861133,45,506.835093
-81.63583,76,507.489949
-34.366146,56,508.47227
267.06006,264,508.720801
-11.262184,51,508.923106
88.00002,206,509.264189
324.19702,419,510.440941
186.73056,166,510.440941
-49.54241,76,510.496068
-46.758636,73,511.024326
135.32257,213,511.618435
9.569694,68,512.594063
-28.08319,144,513.360605
68.32074,105,513.606457
-22.10714,64,514.163045
-0.1408854,92,514.984457
-25.023815,109,515.904747
-111.64853,59,516.366266
123.021454,226,516.521803
-49.94551,85,516.885513
58.24743,130,516.947209
-19.747442,42,517.165023
45.92302,181,518.04443
2.2178822,45,518.816586
74.23518,145,519.088201
20.250374,67,520.529821
18.258488,154,521.805297
78.219154,94,522.094108
43.566147,149,522.167502
0.66423976,96,522.442668
88.24899,73,522.811939
-18.99094,80,523.461849
-76.103516,128,523.520255
292.92548,288,523.677036
-63.40613,144,523.735299
112.28857,377,525.103755
-42.68818,50,526.012402
24.949778,56,526.551599
-41.058495,114,526.551599
43.68627,93,526.943352
87.066315,92,527.484113
-65.972916,44,528.929832
4.1832647,54,529.520456
-50.81015,76,530.143229
-39.315826,69,530.833991
26.005257,148,543.531681
66.6211,180,544.051511
117.64561,162,544.170736
132.80038,204,544.838207
3.6905005,99,545.10615
199.53813,226,546.040745
-186.47878,121,547.105662
340.67725,356,548.988071
143.3059,121,549.109766
18.958096,65,549.59693
63.664413,234,549.67426
-7.7251487,104,549.67426
-79.28302,30,550.907354
-26.603598,92,552.869822
117.569725,168,553.019718
167.90784,161,553.16085
70.95625,76,554.379889
21.202158,64,554.921819
22.138746,99,555.875396
56.2374,108,555.935684
193.01663,245,556.181587
333.1445,219,557.548872
-6.574615,77,557.679853
-6.2972813,76,557.857068
222.20154,288,558.162708
21.4135,103,559.345102
-21.65949,171,560.199863
234.2829,268,560.755249
87.60993,106,561.335533
86.555695,108,562.620658
39.153152,151,563.436429
0.5880834,72,563.570659
-59.85661,59,563.682407
93.84539,56,564.024231
121.85755,111,564.220053
77.514366,112,564.440566
-67.442024,74,565.630537
73.424225,156,566.679848
-17.873756,56,566.679848
-0.20407079,25,567.069961
-59.027916,88,568.65231
313.75348,257,570.92201
236.14638,257,570.989612
61.922672,164,572.072306
134.85243,150,572.30235
165.1186,168,574.089976
63.38297,127,574.372108
9.124141,102,574.498342
186.29565,185,577.366423
-33.855854,56,577.770003
122.48644,261,579.289548
73.29307,101,580.069985
456.84796,395,581.181575
11.247282,65,581.243259
241.74709,270,582.415147
247.95311,201,582.750789
269.10257,195,583.501737
-9.598014,83,584.187971
137.67891,112,584.368814
18.300024,74,585.533383
252.52963,199,586.094172
164.23877,262,586.260499
342.38675,390,586.741592
17.273684,97,588.437775
44.466763,93,588.957056
65.09403,161,589.486153
410.79214,314,590.651647
91.70807,110,590.784266
-11.893377,42,591.867687
144.34502,107,592.28998
4.17854,75,592.751476
216.95955,156,593.266761
196.96782,211,594.612024
-10.667915,158,594.681461
203.81294,259,596.06838
127.27165,131,596.346562
-69.10012,39,596.725275
-20.075191,74,597.293096
-53.772762,48,599.276047
102.7798,178,600.601533
201.3978,156,600.8227
-7.1421666,89,600.881486
240.01552,181,601.775534
195.09047,292,602.521702
-106.11512,242,603.906504
52.6391,146,604.155864
416.00305,328,604.789694
169.45221,109,605.046833
206.79347,201,605.374233
64.16162,97,605.798527
169.84761,245,605.798527
8.948996,83,606.503187
107.76856,130,607.768562
61.88829,76,607.924476
-31.506037,157,608.144635
-9.227658,49,608.368439
-58.848644,231,608.445476
57.166344,92,609.438054
-70.39854,112,609.613336
88.3378,210,610.147503
68.71424,109,610.147503
90.18299,139,610.921554
-1.5300089,61,612.037767
15.123749,60,612.504749
-38.57276,124,612.894175
68.07237,97,613.947244
133.6893,173,615.314527
-1.8894359,63,615.395358
163.86063,216,616.349822
167.75938,192,617.001903
50.664257,98,617.794345
-10.170609,33,618.303417
58.76897,165,618.494263
22.444983,83,618.528146
372.10376,362,618.724652
95.02249,163,618.873288
130.12337,271,619.178098
233.8413,217,619.411805
257.29266,294,619.770761
-41.319866,66,621.842606
164.49893,109,622.119702
129.92976,108,622.9143
-156.56212,176,623.551652
163.36258,202,623.598466
346.7359,486,623.739654
12.059126,55,624.675176
203.45433,163,625.198296
3.2173634,61,626.274763
-8.57569,83,626.659628
135.21666,174,626.983361
168.37886,197,626.983361
14.347272,70,627.818158
-36.00177,29,628.342375
-1.3985958,44,628.718985
117.67781,126,629.480996
224.74904,280,631.120823
158.50026,207,631.335348
-5.1539626,97,631.513391
121.35273,183,631.97863
87.45583,136,632.536202
8.82098,175,633.204573
428.46414,328,633.424579
80.28593,129,634.217597
-8.193794,74,634.598237
128.54803,121,634.908231
160.19681,170,635.538057
-0.5028859,69,635.585756
-46.119106,59,636.006852
129.42488,177,636.625351
151.52795,388,636.996819
39.43601,94,637.247787
93.05156,135,637.783356
3.210422,91,638.461777
103.1527,102,639.271919
211.7245,193,639.496304
154.7487,107,640.135578
-27.437729,62,640.555829
12.688225,100,640.993797
127.71126,223,641.251708
35.52813,66,641.418674
48.813885,102,641.462759
152.72693,140,641.638142
-8.317036,78,642.721131
-161.55139,212,643.43078
75.272995,111,645.877508
15.277336,98,645.970614
179.59491,204,646.25614
31.525782,128,656.260696
72.202095,150,656.304862
29.490246,177,656.475134
58.85103,109,656.694581
22.255833,45,657.081182
144.32448,158,657.340694
90.369774,187,657.518189
275.58636,297,658.150636
52.77334,50,658.906177
140.72307,151,659.284448
74.786606,104,660.002635
76.66261,82,660.752046
165.53264,144,661.392664
-181.1937,154,663.045331
33.76289,82,664.267912
144.974,120,664.48594
118.02515,157,664.996683
283.10272,330,665.044762
159.41756,148,665.360571
191.30827,194,665.837614
107.203186,128,666.877958
199.6798,259,667.752825
320.92352,245,668.211663
83.55991,121,668.302632
16.67945,86,668.756701
-54.693787,43,668.806143
54.700985,108,669.198483
43.08825,93,669.42401
70.24583,84,669.514492
15.2758,62,670.952287
-6.812736,51,671.42116
118.66572,160,672.04565
41.48128,98,672.616459
41.30974,79,672.893859
265.62872,230,674.345585
30.697226,92,675.016491
470.66827,453,676.113352
61.00712,169,676.20193
152.76656,97,676.898346
73.17822,94,677.02981
477.0339,397,677.301622
190.87888,223,677.509592
-34.403732,66,678.834077
30.469126,61,679.248964
314.739,238,679.569578
205.0667,225,680.73404
17.849155,105,680.99166
46.371693,96,681.127971
131.76518,151,681.828621
385.05222,321,681.967453
239.31819,191,682.40552
-25.889301,45,682.72268
184.27025,240,683.675597
135.72629,140,683.992405
-73.73659,87,684.17829
-34.229183,42,684.320612
227.32962,203,684.82462
388.88834,329,685.040873
97.74577,167,685.359618
-14.6550665,35,685.43303
53.56775,83,685.469925
110.46627,165,685.615476
11.73945,84,686.727453
130.55771,131,686.803407
0.11239467,47,687.16369
-30.565203,72,687.631551
-241.35907,115,688.148572
20.283009,68,689.282261
7.2413497,69,690.159774
132.88268,160,690.62951
-28.166765,103,690.905583
104.81959,286,691.113335
-39.204437,52,691.149039
54.442463,131,691.446671
184.30998,212,691.96272
-31.283367,183,691.96272
13.035652,92,694.074194
98.67792,195,695.605688
432.67056,377,696.04538
32.115906,67,697.023415
306.6383,307,697.243466
186.52591,196,699.05212
180.72818,192,699.190061
61.308784,77,699.513601
164.8405,177,699.560115
-1.4276837,76,700.736351
-34.58723,42,701.006877
205.93379,223,701.058349
169.91594,225,701.778488
-5.097675,50,701.868451
40.52464,70,702.403628
107.346115,124,702.670001
339.16876,279,703.114598
-37.828793,53,704.144373
64.93795,65,705.298934
133.76761,124,706.559967
-48.561363,57,706.704742
78.5557,268,707.667027
520.4252,408,707.667027
159.02734,164,709.186435
251.48145,220,709.422783
16.906343,42,709.563866
1.377926,67,710.679999
106.112946,170,710.727389
233.27171,195,711.37973
172.42522,234,711.50965
47.85732,114,711.770798
186.44318,263,712.512367
33.98312,143,712.973529
-4.087763,43,713.742193
46.01268,78,714.20177
-67.739426,35,715.38374
115.35183,131,715.525198
48.001766,124,717.245856
135.68378,180,717.423792
-36.015945,58,718.058423
57.738808,85,718.151917
18.834972,60,720.132638
34.133747,68,720.310048
251.41458,165,720.52559
305.27774,257,721.112459
-42.691814,68,721.112459
220.81586,199,721.603455
370.35568,373,722.19893
26.55098,39,722.881879
-86.50088,279,723.419945
80.48343,57,724.18869
955.11523,900,724.329918
25.84356,117,725.434638
-14.226146,30,725.578414
61.429623,83,725.990022
103.34687,82,726.658329
73.24413,70,726.658329
442.42276,337,726.804073
-37.095287,90,728.462404
-24.40483,43,728.595522
-54.169476,51,728.940666
-7.325553,53,729.175468
29.935804,92,729.65365
149.05219,192,729.882348
236.2385,323,732.877155
176.59145,165,733.562742
128.59566,189,734.222211
76.08534,103,734.356056
300.7914,332,735.378504
51.071114,139,735.46999
93.61537,176,736.363954
451.64438,355,736.578647
44.958687,75,736.805207
65.37918,70,737.229758
-18.374496,51,737.652475
481.4826,496,737.920054
16.124641,44,738.725331
157.03458,223,738.901927
0.39595744,53,739.56529
-27.929304,39,739.657617
103.24515,92,740.388388
270.0796,248,740.876537
47.260025,102,742.153956
357.15442,308,742.292497
-2.450528,74,742.918743
-33.142677,152,743.273195
229.54118,204,743.273195
45.973217,73,752.535493
-68.27921,95,752.669977
128.15936,127,753.386477
207.16927,209,753.432995
272.15588,272,753.693604
4.1388946,73,754.217389
30.654978,77,754.506328
-66.57472,29,755.468434
126.52273,101,756.390735
59.292717,78,756.60152
-2.8918176,83,756.836048
-12.162267,80,756.955306
25.176788,36,758.008545
248.81804,205,758.345045
47.318054,153,758.72166
-24.960506,66,759.470971
-7.9067855,70,759.510061
-132.93115,44,759.658417
242.69003,210,760.64605
144.30057,226,761.052045
34.782692,70,761.216257
17.316341,147,761.381806
131.0632,104,764.627377
-7.0140786,69,764.777138
116.46592,127,765.538162
7.8090525,114,766.216586
149.5763,148,766.425567
414.84818,345,767.404179
225.00262,262,767.656126
69.02336,83,768.155519
27.854765,172,768.670466
714.9719,516,769.53762
382.0022,254,769.610726
71.539406,93,769.904591
2.4766495,121,770.123344
276.71344,225,770.737992
11.513878,47,771.239518
135.68695,133,772.315215
110.135475,115,772.388216
130.94261,155,773.415373
513.70374,466,773.524245
36.498337,40,773.818356
-2.9556868,52,774.287173
90.08762,125,774.460867
223.74734,178,775.142695
166.51872,142,775.245765
-15.15923,51,775.550698
223.51987,174,775.859563
71.64397,165,776.603322
27.329947,61,777.22998
81.26324,99,777.850463
402.14185,366,778.16193
163.9185,150,778.718645
464.21353,354,778.981657
216.1775,151,780.898455
304.2306,299,781.96691
76.8231,152,782.111942
95.061615,95,782.233206
129.02391,113,782.336939
153.7334,166,783.273632
239.85437,208,783.3444
341.14984,295,783.932358
47.87675,66,784.616538
29.28843,65,785.827011
309.7616,322,785.947097
1.7652224,59,786.957268
193.84708,151,787.660668
267.70346,263,788.810763
456.73367,393,789.659529
171.98985,174,789.845746
-89.62799,207,789.88183
401.6077,329,790.091673
-19.384909,59,791.010726
-35.228985,58,791.984609
-33.21455,70,792.453409
132.63423,91,793.107251
209.38783,187,794.120786
362.54828,356,794.509706
32.156612,116,794.731634
22.431255,63,795.230015
116.87726,138,796.780918
377.04382,327,796.877136
3.5814261,51,797.507743
143.02498,78,797.595554
430.00317,297,797.860542
170.73056,161,799.013063
588.9594,432,799.581816
64.001175,129,800.235011
24.798407,87,801.361924
58.100964,102,802.385946
82.71404,71,802.724168
553.16986,414,802.896425
-35.348454,110,803.883143
148.44641,215,807.134325
230.4165,159,807.309779
221.14572,302,808.139798
250.46158,267,808.546905
103.55331,131,808.628779
0.9108727,147,808.779645
-47.560055,38,808.859944
29.682653,79,810.326009
453.38364,337,811.323352
41.447445,72,811.60685
51.098396,115,812.473761
36.154976,108,812.823497
282.34552,254,813.092629
306.0574,229,813.1316
310.00293,307,813.844307
20.276482,55,814.757332
90.607315,128,814.888432
47.355545,76,815.12404
116.71186,110,815.194517
48.21994,84,816.001627
278.61145,258,817.975508
178.97429,263,818.235074
245.37009,144,819.025494
-55.51176,110,819.135217
68.85234,120,820.475503
265.60797,270,821.418173
320.2638,241,821.870829
321.19412,205,822.463306
119.25763,209,822.939878
1207.6326,900,823.463336
330.11908,237,823.502805
129.04633,98,825.547445
10.8645115,81,825.954577
223.488,250,827.377063
173.5409,177,828.082428
49.29152,57,828.155505
33.268036,125,828.192354
1299.2832,900,828.915974
319.3587,276,829.365463
262.44168,195,829.700611
371.7726,279,830.797074
17.976727,80,830.896578
-46.90935,84,831.13313
14.588139,51,831.13313
273.91168,256,842.357478
-0.86083084,72,842.981572
283.06137,217,843.072451
-73.73464,67,843.200724
252.98126,185,844.644991
-25.244835,107,844.950033
53.05281,158,845.39092
679.74963,467,845.43601
19.620054,83,846.635144
56.783634,170,847.445246
325.45966,285,848.150816
17.18185,64,849.438366
114.09101,144,851.261759
90.6848,101,851.827123
357.2032,220,852.003706
305.72177,171,852.910631
78.08462,123,853.491899
88.36341,124,854.84524
252.63383,243,855.283447
159.82617,113,856.182479
-31.679789,77,856.275472
190.50636,300,856.317799
128.89474,121,857.068086
446.13055,387,859.864759
107.20498,96,860.385717
118.74534,142,862.310832
29.920298,117,864.545551
-57.897865,66,864.786283
267.69763,190,864.826071
1077.5448,900,864.858107
827.94794,642,864.923566
365.71432,283,865.163521
321.67117,245,866.041542
394.21365,349,866.322147
428.3742,524,867.202831
171.45259,188,867.567356
11.924063,87,868.065578
-32.28526,44,868.823329
109.67628,118,869.076611
-34.131107,49,869.373401
18.8328,130,869.951602
162.86479,145,870.133878
154.93869,199,871.880679
706.9256,441,872.158459
44.275005,67,872.456428
78.01306,95,872.973367
315.34338,180,873.05428
50.842045,120,873.342229
260.72873,206,873.701814
-5.0894675,61,874.44635
66.3336,69,875.565199
138.19066,195,876.329074
-19.684565,89,876.598278
96.08492,129,878.503422
266.0944,230,878.727554
61.28644,99,880.047142
267.66156,241,880.895371
236.58923,214,880.937874
65.758965,62,881.057127
431.51804,368,881.877707
130.15804,233,883.279672
248.31067,208,883.515063
-5.009688,51,883.891535
86.16745,99,883.937587
32.043358,201,884.309776
-15.567244,48,885.881593
183.20259,191,886.020735
83.04678,94,887.575223
219.32901,174,888.425459
29.89692,184,888.716476
79.93845,80,889.754099
144.07332,156,890.993658
112.174385,175,891.086392
1122.5627,900,891.086392
-8.250588,78,891.221729
-9.804894,51,893.329611
74.48938,162,893.329611
653.988,516,893.490483
49.85731,109,893.595521
78.04075,87,893.631468
129.77734,160,895.313218
-48.849323,67,896.039948
171.36934,175,898.014997
443.682,421,898.443462
187.3391,214,899.378174
275.91806,213,899.528285
1409.4667,900,900.161892
-10.925089,53,901.534227
181.67192,174,901.84492
328.3842,222,902.000034
148.02466,114,902.303259
102.93616,168,902.346323
313.45285,269,903.737045
198.39723,167,904.755688
366.16476,335,906.016093
790.1507,534,906.016093
127.01643,111,906.244138
29.208982,68,907.382994
190.86325,135,907.456977
212.303,167,908.228334
1.3146083,63,908.413116
139.62555,252,909.001842
86.12737,75,910.246249
17.608168,60,910.506547
355.82507,274,910.612489
35.34333,95,912.612251
28.312176,55,912.612251
571.99164,511,912.725169
261.6524,240,912.899761
22.88447,88,913.934437
109.58902,212,914.046674
-74.402504,40,914.191729
29.979097,192,914.703504
273.11554,354,915.754419
208.97139,195,915.755408
-12.471649,86,915.796096
31.640532,104,916.449593
9.858458,106,916.829542
53.513206,122,918.483987
43.05709,92,919.213201
476.44464,385,921.020903
199.93602,133,921.071786
166.94598,189,921.529774
148.38185,173,921.62778
593.74365,539,922.530545
-25.376673,33,922.625661
63.31145,78,922.813704
87.29808,131,934.178866
-24.49045,43,934.421586
542.0449,367,934.949627
94.4982,126,937.374398
365.28857,282,938.796657
542.3728,375,940.316275
64.612564,132,940.466913
270.56787,205,940.616483
416.0326,318,940.983212
-27.335258,78,942.616006
-26.06373,46,943.286223
57.684433,87,944.508019
327.51373,263,945.104446
396.43802,298,945.466386
208.90689,208,947.310606
-7.2994375,23,948.406993
-22.568155,89,948.761538
408.21515,307,949.622974
482.34018,331,950.236155
181.4529,128,951.632307
629.9147,409,951.825482
121.50959,158,952.678151
-34.382835,104,953.34994
13.236427,43,953.622386
71.102425,79,953.937397
444.19278,284,953.985693
-32.16804,60,955.461521
175.91574,130,955.754938
213.9384,158,956.225977
11.345429,40,958.139545
582.0978,371,958.277706
485.4571,349,959.117227
-45.14298,117,959.175031
62.161797,141,960.638417
211.53358,174,961.481996
484.7166,409,962.506396
81.524734,113,963.49059
212.95628,129,966.603966
1529.7479,900,967.108375
136.51746,101,967.248397
23.244883,129,967.522308
56.636574,105,968.398712
389.2247,272,968.445939
284.87967,229,968.77066
363.54297,317,970.181536
122.68832,106,972.044224
82.99291,131,973.453813
496.61978,337,974.607923
17.465132,100,974.693049
38.57771,54,975.816314
56.397793,184,976.603087
335.12604,245,978.076064
39.961926,51,978.898139
1050.9125,596,979.174632
743.1079,479,980.849561
-6.3175716,51,981.415821
308.83945,348,982.203052
21.942556,58,983.389457
211.06133,200,984.683281
334.24603,290,984.907305
45.14647,90,985.387302
504.761,382,985.736013
597.63196,414,986.843588
-35.23842,54,987.308603
24.12172,85,988.494912
-2.4184456,118,988.677097
120.22731,240,988.769786
27.412672,70,989.997473
-6.052553,38,990.357193
24.382973,111,990.734754
152.85947,132,991.327575
254.1011,283,991.51331
685.045,396,992.226816
-4.5798635,127,993.046139
-6.8847885,42,993.219722
-14.1958475,67,993.397272
110.35865,113,993.568287
351.3545,259,993.788109
1442.2367,900,994.749563
181.8865,143,995.154455
-9.194729,88,997.143774
205.82019,164,998.085105
156.79132,110,998.500905
73.36362,84,998.955274
222.39438,151,999.809793
151.97104,121,1000.220751
162.59195,162,1000.673116
-80.390755,40,1001.629585
244.6123,175,1001.682377
-33.60707,37,1002.369718
30.432453,46,1003.745276
343.04355,302,1005.149626
66.948494,155,1007.159604
307.9497,226,1008.134863
142.34814,109,1008.398206
355.07666,225,1008.438379
19.818419,88,1010.612365
706.80536,442,1011.446839
102.41156,221,1011.606386
97.91643,105,1012.237567
337.41055,280,1013.323046
1509.8287,900,1013.93611
195.24316,160,1014.615342
454.70944,374,1014.615342
727.99255,417,1014.729609
82.41176,87,1014.80055
80.7615,143,1017.061803
-48.946693,74,1017.403383
83.89931,73,1017.554518
59.526703,79,1017.714177
178.67464,157,1018.245952
-3.836027,42,1018.687278
-40.86438,39,1018.918405
354.78656,227,1019.345366
439.5281,367,1019.543133
-28.103785,36,1020.305357
-47.201195,74,1020.426243
184.85994,171,1020.472166
70.5762,97,1021.466762
35.972443,86,1021.545225
565.80945,346,1021.764928
149.94579,253,1022.975009
3.8850005,94,1023.131944
23.771708,83,1023.578569
13.332499,131,1023.691561
35.451435,125,1024.094214
82.13377,99,1024.206437
8.6261,50,1033.622883
15.735792,59,1034.892332
130.98227,140,1035.891524
1398.019,900,1036.25442
462.14148,340,1036.844664
-11.419833,54,1038.382344
312.70758,201,1040.785944
199.4023,185,1041.41052
150.5316,142,1041.509899
299.81415,215,1042.06231
370.93057,302,1043.728621
48.719185,50,1044.028168
269.72003,226,1044.328146
408.3527,309,1044.377962
2.7132158,60,1045.080872
78.16925,147,1048.226726
364.3475,422,1048.226726
16.14047,123,1049.887283
407.7077,304,1051.685436
201.26443,167,1053.284045
519.2955,366,1054.063217
61.65834,65,1054.799136
351.6983,225,1055.301687
620.2073,385,1057.08296
390.18246,345,1058.226737
-51.67397,27,1058.379742
7.4160776,125,1059.1872
331.61075,236,1059.423482
-30.137012,47,1060.494613
433.15448,347,1060.829917
43.68203,63,1062.24298
25.51406,159,1062.940871
97.93917,101,1063.299691
87.62179,81,1064.519773
512.1366,316,1065.104058
628.6911,448,1066.123616
103.844376,112,1066.303492
228.99567,242,1066.443425
149.23215,144,1066.443425
75.66338,157,1069.682186
133.88022,107,1069.995574
506.68048,461,1070.13332
77.725655,100,1070.672335
170.00063,178,1071.595317
27.843433,58,1072.658648
732.4524,417,1073.710634
172.22252,168,1074.139914
1494.7433,900,1075.473202
29.494331,99,1076.093332
15.886289,130,1076.584345
18.541382,56,1077.966595
122.5009,86,1077.966595
61.371025,69,1079.167329
401.37665,283,1079.255437
450.84747,370,1079.9416
75.8523,79,1080.123652
290.82672,240,1080.969835
-45.927525,39,1081.016375
372.75412,352,1082.208205
30.133278,68,1082.208205
9.314537,102,1082.50552
71.64618,129,1083.661554
32.05054,77,1084.309836
46.899853,112,1084.835355
460.9972,367,1086.048294
95.56204,97,1087.801462
70.96996,132,1087.848788
544.74384,325,1087.974901
597.69385,361,1088.525432
-12.575811,91,1088.698143
86.11682,116,1089.252616
293.27194,204,1089.774066
48.492767,81,1092.764207
28.213688,115,1092.949859
141.77565,176,1093.611535
117.520164,170,1095.173361
177.23619,188,1096.682128
473.0467,361,1098.088392
330.52466,256,1098.982989
623.49554,441,1099.246616
687.46246,449,1101.691844
166.11864,214,1103.028043
-40.22324,39,1103.415468
-100.91969,127,1103.726508
179.20306,166,1104.045532
1412.6686,900,1104.392256
534.68243,351,1105.156064
60.53797,147,1105.717353
51.08473,58,1106.526475
-12.161322,53,1106.673678
475.3725,333,1107.515651
-10.32503,68,1108.652602
139.55138,130,1109.345781
17.900019,52,1109.778561
870.1938,524,1111.525269
309.19873,210,1112.081774
327.5536,203,1112.163621
254.58672,218,1114.603677
189.17897,190,1114.923704
47.791626,79,1115.600905
250.7564,173,1116.218533
777.197,497,1116.891803
550.7433,427,1117.606701
82.19608,80,1118.062285
80.06774,72,1119.266242
218.95276,179,1119.31707
431.58478,315,1120.188059
16.014729,77,1120.188059
184.31096,185,1120.231528
51.998413,80,1123.62841
449.11868,351,1124.571539
186.50735,182,1125.503247
157.33049,145,1125.629662
33.920334,76,1136.839706
362.08383,292,1137.223451
273.87207,198,1137.838647
174.04515,151,1139.388173
148.09932,116,1139.857054
77.03752,65,1139.909794
24.583635,60,1140.65641
1401.5077,900,1141.279613
-23.316893,49,1142.173918
298.59656,341,1142.256733
272.3981,182,1142.804485
182.07243,153,1144.301718
745.90265,468,1144.631405
537.71857,399,1145.968834
610.26373,384,1146.249503
164.48354,129,1146.333587
276.36316,149,1146.488245
1086.733,663,1147.810672
207.88943,139,1148.093412
185.24991,140,1148.222883
418.76373,234,1149.6098
131.85774,138,1152.10154
84.10655,104,1152.281503
290.17868,206,1153.363742
364.1201,265,1154.089724
171.37033,161,1154.981312
525.5184,378,1157.44821
400.60504,238,1158.302432
329.67224,217,1158.809567
269.7476,189,1160.077249
250.0728,176,1160.722033
138.3143,167,1161.066841
560.391,360,1161.14831
550.7591,378,1162.303443
579.96216,425,1164.379712
346.9927,239,1164.899893
98.25509,128,1165.341471
57.546192,83,1165.64424
207.3805,187,1165.972354
193.99295,180,1166.157047
176.68901,160,1167.521889
136.83487,106,1168.466283
115.47517,98,1169.810411
129.50748,169,1171.964945
235.79543,168,1172.83602
281.40207,184,1172.922323
343.23077,208,1173.108508
639.23694,465,1176.039814
120.22015,109,1177.243034
340.20978,277,1178.332793
747.9073,459,1178.761385
128.19548,183,1179.702283
182.35231,198,1180.330759
1339.9775,900,1180.624194
472.59656,293,1180.97963
578.87354,355,1182.015513
89.659996,136,1182.194326
515.6246,310,1183.686015
90.93766,72,1185.01335
303.92142,189,1187.293256
-8.826544,57,1187.467841
201.60753,224,1187.696607
309.2043,181,1188.034499
1754.3892,900,1188.363566
9.142969,69,1191.285989
409.6428,330,1194.084992
157.59479,158,1194.084992
971.63245,500,1196.41024
1725.0249,900,1197.371669
18.856668,43,1198.323257
511.95737,463,1200.716079
182.91461,164,1201.289441
6.801355,29,1201.982398
648.8228,364,1203.814824
